Product ID,SKU,Product Name,Options,Quantity,Price,Reference,Warehouse,Date,Movement ID
4403,PS175KCL,14k Dangle Clear,,-1,22.4000,SO#1937956,041 NV Grand Shoppes,2026-03-06 02:52:44,8036404
4396,PS172KCL,14K Pave V Clear,,-1,9.7600,SO#1937956,041 NV Grand Shoppes,2026-03-06 02:52:44,8036403
4651,FC017SCL_6,Pave Clicker 6mm,,-1,1.7000,SO#1937956,041 NV Grand Shoppes,2026-03-06 02:52:44,8036405
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937956,041 NV Grand Shoppes,2026-03-06 02:52:44,8036406
2040,PS052SCL,Ti Bezel,"Silver, Silver/Clear",-2,0.8400,SO#1937956,041 NV Grand Shoppes,2026-03-06 02:52:44,8036407
2521,PS138KOP,14K Marquise Opal,,-1,15.1900,SO#1937949,028 CA UTC San Diego,2026-03-06 02:50:13,8036389
5238,Labret8,Labret - 8mm,,-1,0.3400,SO#1937949,028 CA UTC San Diego,2026-03-06 02:50:13,8036387
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937949,028 CA UTC San Diego,2026-03-06 02:50:13,8036388
4425,PS181SCL,Ti Dangle Clear,,-1,3.7050,SO#1937948,042 CA Roseville,2026-03-06 02:50:10,8036386
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937947,006 CA Century City,2026-03-06 02:49:18,8036384
2502,PS123SCL,Ti Trinity CZ,Silver/Clear,-1,2.5800,SO#1937947,006 CA Century City,2026-03-06 02:49:18,8036383
4481,KP027_YG,14K Round Prong Diamond Yellow Gold,,-2,27.6900,SO#1937946,042 CA Roseville,2026-03-06 02:49:15,8036380
1527,HU005GCL,Mini Pave Huggie,"Gold, Gold/Clear",-2,1.9500,SO#1937946,042 CA Roseville,2026-03-06 02:49:15,8036382
4771,HU126GCL,Mini Pave Pear Huggie,,-2,3.3000,SO#1937946,042 CA Roseville,2026-03-06 02:49:15,8036381
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1937944,032 CA Irvine Spectrum,2026-03-06 02:44:39,8036371
2040,PS052SCL,Ti Bezel,"Silver, Silver/Clear",-1,0.8400,SO#1937944,032 CA Irvine Spectrum,2026-03-06 02:44:39,8036370
5069,FB125SCL,Micro Crown Marquise Flatback Stud,Silver/Clear,-1,3.5000,SO#1937943,014 WA Capitol Hill,2026-03-06 02:42:37,8036369
2040,PS052SCL,Ti Bezel,"Silver, Silver/Clear",-2,0.8400,SO#1937942,032 CA Irvine Spectrum,2026-03-06 02:41:36,8036368
4852,AC014,PIERCING PILLOW,,-1,6.0800,SO#1937941,012 TN Fifth and Broadway,2026-03-06 02:40:37,8036366
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937941,012 TN Fifth and Broadway,2026-03-06 02:40:37,8036367
2489,PS110SCL,Ti Marquise Clear,,-1,1.6800,SO#1937941,012 TN Fifth and Broadway,2026-03-06 02:40:37,8036365
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937938,006 CA Century City,2026-03-06 02:36:49,8036350
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-1,0.8600,SO#1937938,006 CA Century City,2026-03-06 02:36:49,8036349
4426,PS181SGR,Ti Dangle Green,,-1,3.9000,SO#1937937,033 CA Fashion Island,2026-03-06 02:36:47,8036348
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-1,11.5300,SO#1937936,031 CA Westfield Topanga,2026-03-06 02:31:42,8036338
2194,PS083GCL,14K Marquise Clear,"14K Gold, Gold/Clear",-1,12.2800,SO#1937936,031 CA Westfield Topanga,2026-03-06 02:31:42,8036337
4493,KP037_WG,14K Round Prong Diamond White Gold,,-1,22.6000,SO#1937935,031 CA Westfield Topanga,2026-03-06 02:31:36,8036335
5238,Labret8,Labret - 8mm,,-1,0.3400,SO#1937935,031 CA Westfield Topanga,2026-03-06 02:31:36,8036336
5467,PS210KCL,14K Curved CZ Pear,,-1,19.6100,SO#1937934,028 CA UTC San Diego,2026-03-06 02:28:53,8036332
4387,FT001T,Flatback Insertion Tool - Long Pin Taper,,-1,1.0000,SO#1937934,028 CA UTC San Diego,2026-03-06 02:28:53,8036331
5239,Labret10,Labret - 10mm,,-3,0.3600,SO#1937932,032 CA Irvine Spectrum,2026-03-06 02:27:53,8036327
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1937932,032 CA Irvine Spectrum,2026-03-06 02:27:53,8036328
1850,PS037S,Ti Heart,"Silver, Silver",-1,0.9300,SO#1937932,032 CA Irvine Spectrum,2026-03-06 02:27:53,8036324
1841,PS030S,Ti Moon,"Silver, Silver",-1,1.0000,SO#1937932,032 CA Irvine Spectrum,2026-03-06 02:27:53,8036325
1852,PS038S,Ti Star,"Silver, Silver",-1,0.9200,SO#1937932,032 CA Irvine Spectrum,2026-03-06 02:27:53,8036326
2521,PS138KOP,14K Marquise Opal,,-1,15.1900,SO#1937928,006 CA Century City,2026-03-06 02:22:54,8036311
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1937928,006 CA Century City,2026-03-06 02:22:54,8036312
4069,FC006ST,6mm Clicker- PVD Plated,,-1,0.7600,SO#1937926,038 CA Valley Fair,2026-03-06 02:22:52,8036310
1815,PS006S,Ti Ball,"Silver, Silver",-1,0.7300,SO#1937925,014 WA Capitol Hill,2026-03-06 02:21:53,8036308
1780,PB002S,Titanium Curved Barbell 8mm,"Silver, Silver",-1,0.8000,SO#1937925,014 WA Capitol Hill,2026-03-06 02:21:53,8036309
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1937924,016 TX Rice Village,2026-03-06 02:20:53,8036303
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937924,016 TX Rice Village,2026-03-06 02:20:53,8036304
4416,PS177SCL,Ti Crown Clear,,-1,4.1800,SO#1937924,016 TX Rice Village,2026-03-06 02:20:53,8036302
1815,PS006S,Ti Ball,"Silver, Silver",-1,0.7300,SO#1937923,014 WA Capitol Hill,2026-03-06 02:19:08,8036301
5238,Labret8,Labret - 8mm,,-1,0.3400,SO#1937922,016 TX Rice Village,2026-03-06 02:19:06,8036300
5023,PS081SPL,Ti CZ Pearl 2.5mm,,-1,1.4000,SO#1937922,016 TX Rice Village,2026-03-06 02:19:06,8036299
2340,PS099G,14k Star,,-1,9.9100,SO#1937917,028 CA UTC San Diego,2026-03-06 02:10:42,8036267
4214,FC010ST,8mm Double Clicker,Silver,-2,1.0800,SO#1937914,040 TX Houston Galleria,2026-03-06 02:05:23,8036257
4394,PS170KBK,14K CZ Black 4mm,,-2,31.3000,SO#1937912,032 CA Irvine Spectrum,2026-03-06 02:03:26,8036250
5237,Labret6,Labret- 6mm,,-2,0.2800,SO#1937911,016 TX Rice Village,2026-03-06 02:01:43,8036249
3862,FL001GT_6,"6mm PVD Plated Labret, 4mm Disc.","Gold, Gold",-1,0.3500,SO#1937920,038 CA Valley Fair,2026-03-06 01:58:58,8036238
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-2,11.5300,SO#1937909,040 TX Houston Galleria,2026-03-06 01:58:01,8036233
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937909,040 TX Houston Galleria,2026-03-06 01:58:01,8036232
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937908,012 TN Fifth and Broadway,2026-03-06 01:57:59,8036230
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-2,0.5800,SO#1937908,012 TN Fifth and Broadway,2026-03-06 01:57:59,8036231
1786,PC004G,8mm Clicker,"Gold, Gold",-1,0.7100,SO#1937907,028 CA UTC San Diego,2026-03-06 01:57:57,8036229
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937918,028 CA UTC San Diego,2026-03-06 01:56:59,8036225
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-2,0.5800,SO#1937918,028 CA UTC San Diego,2026-03-06 01:56:59,8036224
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937905,014 WA Capitol Hill,2026-03-06 01:53:51,8036220
2489,PS110SCL,Ti Marquise Clear,,-2,1.6800,SO#1937905,014 WA Capitol Hill,2026-03-06 01:53:51,8036219
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937903,014 WA Capitol Hill,2026-03-06 01:52:54,8036217
2489,PS110SCL,Ti Marquise Clear,,-1,1.6800,SO#1937903,014 WA Capitol Hill,2026-03-06 01:52:54,8036216
5467,PS210KCL,14K Curved CZ Pear,,-1,19.6100,SO#1937902,032 CA Irvine Spectrum,2026-03-06 01:49:51,8036210
5066,FB124GCL,Micro Crown Baguette Flatback Stud,Gold/Clear,-1,2.1500,SO#1937901,032 CA Irvine Spectrum,2026-03-06 01:49:47,8036209
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937899,041 NV Grand Shoppes,2026-03-06 01:47:25,8036204
5063,HU132SCL,Twinkle CZ Huggie,Silver/Clear,-2,2.7000,SO#1937898,042 CA Roseville,2026-03-06 01:47:23,8036203
5517,FB148GCL,CZ Cat Reversible Flatback,Gold/Clear,-1,2.0600,SO#1937896,033 CA Fashion Island,2026-03-06 01:47:04,8036202
5686,FC033S_5,5mm Double Clicker,,-1,1.1300,SO#1937895,042 CA Roseville,2026-03-06 01:46:57,8036200
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937895,042 CA Roseville,2026-03-06 01:46:57,8036199
2489,PS110SCL,Ti Marquise Clear,,-1,1.4000,SO#1937895,042 CA Roseville,2026-03-06 01:46:57,8036201
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937894,041 NV Grand Shoppes,2026-03-06 01:44:40,8036195
4070,FC007ST,8mm Clicker- PVD Plated,,-1,0.7600,SO#1937893,033 CA Fashion Island,2026-03-06 01:43:40,8036194
4772,HU126SCL,Mini Pave Pear Huggie,,-2,2.7160,SO#1937892,041 NV Grand Shoppes,2026-03-06 01:43:37,8036193
4786,FB120GCL,Pear Cluster Flatback Stud,,-1,4.0500,SO#1937891,042 CA Roseville,2026-03-06 01:42:35,8036188
5550,PC032GCL_8,8mm Twinkle Clicker,,-2,4.1900,SO#1937890,028 CA UTC San Diego,2026-03-06 01:41:36,8036184
5238,Labret8,Labret - 8mm,,-1,0.3400,SO#1937890,028 CA UTC San Diego,2026-03-06 01:41:36,8036186
4415,PS177SAB,Titanium Crown Marquise Piercing Stud,,-1,3.9000,SO#1937890,028 CA UTC San Diego,2026-03-06 01:41:36,8036185
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-1,0.5800,SO#1937889,038 CA Valley Fair,2026-03-06 01:41:34,8036182
4425,PS181SCL,Ti Dangle Clear,,-1,3.7050,SO#1937889,038 CA Valley Fair,2026-03-06 01:41:34,8036183
1841,PS030S,Ti Moon,"Silver, Silver",-1,1.0000,SO#1937889,038 CA Valley Fair,2026-03-06 01:41:34,8036180
1852,PS038S,Ti Star,"Silver, Silver",-1,0.6400,SO#1937889,038 CA Valley Fair,2026-03-06 01:41:34,8036181
5238,Labret8,Labret - 8mm,,-4,0.2800,SO#1937888,025 GA Ponce,2026-03-06 01:40:34,8036179
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-4,0.8600,SO#1937888,025 GA Ponce,2026-03-06 01:40:34,8036178
3863,FL001ST_6,"6mm PVD Plated Labret, 4mm Disc.","Silver, Silver",-13,0.3500,"2#1701857#Inventory Movement ID: 8036177
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 3863 (FL001ST_6)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:40:00,8036177
3862,FL001GT_6,"6mm PVD Plated Labret, 4mm Disc.","Gold, Gold",-5,0.6000,"2#1577996#Inventory Movement ID: 8036169
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 3862 (FL001GT_6)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:39:35,8036169
3862,FL001GT_6,"6mm PVD Plated Labret, 4mm Disc.","Gold, Gold",-25,1.5500,"0#Inventory Movement ID: 8036168
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 3862 (FL001GT_6)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:39:29,8036168
5012,FC017GAQ_8,March CZ Pave Clicker 8mm,,-8,2.2600,"2#1316762#Inventory Movement ID: 8036158
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 5012 (FC017GAQ_8)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:38:30,8036158
5072,CH011GAQ,March Micro CZ Clicker Charm,,-4,0.7800,"2#1316806#Inventory Movement ID: 8036157
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 5072 (CH011GAQ)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:37:59,8036157
5079,CH011GTQ,December Micro CZ Clicker Charm,,-5,0.7600,"2#1316806#Inventory Movement ID: 8036154
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 5079 (CH011GTQ)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:37:30,8036154
5344,FB133GPI,Enamel Flower Flatback Stud,,-7,1.2800,"2#1443206#Inventory Movement ID: 8036153
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 5344 (FB133GPI)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:36:42,8036153
5345,FB133GRD,Enamel Flower Flatback Stud,,-7,1.3300,"2#1443206#Inventory Movement ID: 8036152
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 5345 (FB133GRD)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:36:02,8036152
5101,PS198KPL,14K Pear Pearl,,-1,12.8000,SO#1937882,014 WA Capitol Hill,2026-03-06 01:35:18,8036151
2040,PS052SCL,Ti Bezel,"Silver, Silver/Clear",-1,0.5900,"0#Inventory Movement ID: 8036149
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 2040 (PS052SCL)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:34:20,8036149
2188,PS081SAB,Ti CZ Aurora Borealis 2.5mm,"Silver, Silver/Aurora Boreale",-1,0.6900,"2#1392970#Inventory Movement ID: 8036148
Reason: Damaged - VM Tool/Display
Type: Inventory adjustment - out
Product ID: 2188 (PS081SAB)
User name: Alexandra Trueman",039 VA Tysons Corner,2026-03-06 01:33:47,8036148
5109,PS200KPI,14K Stacked Pink Diamond Yellow Gold,,-1,30.4300,SO#1937881,031 CA Westfield Topanga,2026-03-06 01:31:50,8036142
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937881,031 CA Westfield Topanga,2026-03-06 01:31:50,8036141
1784,PC003G,6mm Clicker,"Gold, Gold",-1,0.7100,SO#1937878,016 TX Rice Village,2026-03-06 01:31:43,8036140
2515,PS135K,14k Pearl,,-1,9.5500,SO#1937876,032 CA Irvine Spectrum,2026-03-06 01:28:02,8036127
4663,FC018GCL_8,Front-Set Pave Clicker 8mm,,-1,1.9300,SO#1937876,032 CA Irvine Spectrum,2026-03-06 01:28:02,8036128
4309,HU113G,Micro Knot Huggie,,-1,2.3000,SO#1937876,032 CA Irvine Spectrum,2026-03-06 01:28:02,8036129
1528,HU005GGR,Mini Pave Huggie,"Gold, Gold/Green",-1,2.9600,SO#1937876,032 CA Irvine Spectrum,2026-03-06 01:28:02,8036130
1815,PS006S,Ti Ball,"Silver, Silver",-2,0.7300,SO#1937875,032 CA Irvine Spectrum,2026-03-06 01:28:00,8036126
5238,Labret8,Labret - 8mm,,-2,0.3400,SO#1937874,028 CA UTC San Diego,2026-03-06 01:26:59,8036124
2676,PS164SPI,Ti Enamel Heart,,-2,0.9000,SO#1937874,028 CA UTC San Diego,2026-03-06 01:26:59,8036123
4205,FC009ST,6mm Double Clicker,Silver,-1,1.0800,SO#1937871,036 CA Abbot Kinney,2026-03-06 01:22:01,8036107
5549,PC032SCL_6,6mm Twinkle Clicker,,-1,4.1900,SO#1937871,036 CA Abbot Kinney,2026-03-06 01:22:01,8036106
4710,FC022G_8,Pyramid Clicker 8mm,,-1,1.3100,SO#1937870,014 WA Capitol Hill,2026-03-06 01:21:03,8036105
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937870,014 WA Capitol Hill,2026-03-06 01:21:03,8036104
1850,PS037S,Ti Heart,"Silver, Silver",-2,0.9300,SO#1937869,031 CA Westfield Topanga,2026-03-06 01:21:01,8036103
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937867,014 WA Capitol Hill,2026-03-06 01:19:08,8036101
4427,PS181SPL,Ti Dangle Pearl,,-1,3.9000,SO#1937867,014 WA Capitol Hill,2026-03-06 01:19:08,8036099
2187,PS081SPI,Titanium CZ Pink 2.5mm,"Silver, Silver/Pink",-1,0.9000,SO#1937867,014 WA Capitol Hill,2026-03-06 01:19:08,8036100
2553,PB004K,14k Curved Barbell 8mm,,-1,31.3200,SO#1937865,014 WA Capitol Hill,2026-03-06 01:16:59,8036096
4393,PS170KCL,14K CZ Clear 4mm,,-2,22.2600,SO#1937864,033 CA Fashion Island,2026-03-06 01:16:56,8036094
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937864,033 CA Fashion Island,2026-03-06 01:16:56,8036095
5241,Labret5,Labret - 5mm,,-1,0.3600,SO#1937863,016 TX Rice Village,2026-03-06 01:16:55,8036093
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1937879,028 CA UTC San Diego,2026-03-06 01:16:53,8036092
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937862,033 CA Fashion Island,2026-03-06 01:14:58,8036082
1852,PS038S,Ti Star,"Silver, Silver",-1,0.9200,SO#1937862,033 CA Fashion Island,2026-03-06 01:14:58,8036081
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937861,028 CA UTC San Diego,2026-03-06 01:12:42,8036071
1815,PS006S,Ti Ball,"Silver, Silver",-2,0.7300,SO#1937861,028 CA UTC San Diego,2026-03-06 01:12:42,8036072
1817,PS007S,Ti Trinity Ball,"Silver, Silver",-1,0.7600,SO#1937861,028 CA UTC San Diego,2026-03-06 01:12:42,8036073
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937857,041 NV Grand Shoppes,2026-03-06 01:11:54,8036065
2489,PS110SCL,Ti Marquise Clear,,-2,1.6800,SO#1937857,041 NV Grand Shoppes,2026-03-06 01:11:54,8036067
2502,PS123SCL,Ti Trinity CZ,Silver/Clear,-2,2.5800,SO#1937857,041 NV Grand Shoppes,2026-03-06 01:11:54,8036066
5238,Labret8,Labret - 8mm,,-2,0.2800,SO#1937856,025 GA Ponce,2026-03-06 01:11:52,8036062
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937856,025 GA Ponce,2026-03-06 01:11:52,8036064
5023,PS081SPL,Ti CZ Pearl 2.5mm,,-2,1.4000,SO#1937856,025 GA Ponce,2026-03-06 01:11:52,8036063
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1937855,025 GA Ponce,2026-03-06 01:11:12,8036055
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937855,025 GA Ponce,2026-03-06 01:11:12,8036056
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-1,0.8600,SO#1937855,025 GA Ponce,2026-03-06 01:11:12,8036057
5107,PS198KTQ,14K Pear Turquoise,,-1,12.8000,SO#1937854,008 TX Domain Northside,2026-03-06 01:11:10,8036053
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937854,008 TX Domain Northside,2026-03-06 01:11:10,8036054
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-1,11.5300,SO#1937853,031 CA Westfield Topanga,2026-03-06 01:11:07,8036051
4403,PS175KCL,14k Dangle Clear,,-1,22.4000,SO#1937853,031 CA Westfield Topanga,2026-03-06 01:11:07,8036052
1364,SALINE1,Saline Can,,-1,3.5000,SO#1937853,031 CA Westfield Topanga,2026-03-06 01:11:07,8036050
5239,Labret10,Labret - 10mm,,-2,0.3600,SO#1937852,016 TX Rice Village,2026-03-06 01:11:05,8036048
5238,Labret8,Labret - 8mm,,-1,0.3400,SO#1937852,016 TX Rice Village,2026-03-06 01:11:05,8036049
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-1,0.8600,SO#1937852,016 TX Rice Village,2026-03-06 01:11:05,8036047
4420,PS110SGR,Ti Marquise Green,,-1,2.0200,SO#1937852,016 TX Rice Village,2026-03-06 01:11:05,8036046
